Row ID,Order ID,Order Date,Order/quarter,OrderMonth,OrderYear,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,IsReturned,Sales,Net Sales,Quantity,Discount,Profit Margin,Profit
7500,CA-2014-121048,15/7/2014,3,7,2014,19/7/2014,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",0,"18,84","18,84",3,0,"0,42","7,9128"
4950,CA-2014-107125,28/11/2014,4,11,2014,3/12/2014,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,0,"18,84","18,84",3,0,"0,32","6,0288"
4959,CA-2012-127607,20/3/2012,1,3,2012,26/3/2012,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,0,"18,864","15,0912",9,"0,2","0,40625","6,1308"
637,US-2013-123470,16/8/2013,3,8,2013,22/8/2013,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,0,"18,882","5,6646",3,"0,7","-2,444444444","-13,8468"
1561,CA-2011-105172,4/4/2011,2,4,2011,9/4/2011,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,0,"18,9","18,9",6,0,"0,48","9,072"
5798,CA-2011-124856,29/9/2011,3,9,2011,3/10/2011,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,0,"18,9","18,9",3,0,"0,46","8,694"
8805,CA-2011-157644,31/12/2011,4,12,2011,1/1/2012,First Class,AH-10030,Aaron Hawkins,Corporate,United States,New York City,New York,10035,East,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0,"18,9","18,9",3,0,"0,46","8,694"
7442,CA-2012-120446,16/11/2012,4,11,2012,18/11/2012,First Class,JG-15805,John Grady,Corporate,United States,San Diego,California,92105,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0,"18,9","18,9",3,0,"0,46","8,694"
4142,CA-2013-136287,14/6/2013,2,6,2013,18/6/2013,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Wichita,Kansas,67212,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0,"18,9","18,9",3,0,"0,46","8,694"
6927,CA-2013-140046,29/7/2013,3,7,2013,4/8/2013,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Los Angeles,California,90032,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,0,"18,9","18,9",3,0,"0,46","8,694"
5300,CA-2013-106656,24/9/2013,3,9,2013,27/9/2013,First Class,DV-13045,Darrin Van Huff,Corporate,United States,San Diego,California,92037,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0,"18,9","18,9",3,0,"0,46","8,694"
1953,CA-2014-157987,3/9/2014,3,9,2014,7/9/2014,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,0,"18,9","18,9",6,0,"0,48","9,072"
3721,CA-2013-151155,21/12/2013,4,12,2013,25/12/2013,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,0,"18,92","18,92",4,0,"0,39","7,3788"
2702,CA-2011-145317,18/3/2011,1,3,2011,23/3/2011,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,0,"18,936","15,1488",3,"0,2","0,390625","5,9175"
7849,CA-2013-104311,3/5/2013,2,5,2013,7/5/2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,0,"18,936","15,1488",3,"0,2","-0,25","-3,7872"
3387,CA-2014-148404,8/10/2014,4,10,2014,12/10/2014,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,0,"18,936","15,1488",3,"0,2","0,390625","5,9175"
5593,CA-2011-164742,13/10/2011,4,10,2011,18/10/2011,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,0,"18,94","18,94",1,0,"0,5","9,47"
9721,CA-2013-119641,23/9/2013,3,9,2013,27/9/2013,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Green Bay,Wisconsin,54302,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",0,"18,96","18,96",2,0,"0,4","7,584"
9866,CA-2014-113278,15/1/2014,1,1,2014,21/1/2014,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",0,"18,96","18,96",2,0,"0,45","8,532"
2966,CA-2014-137428,17/12/2014,4,12,2014,22/12/2014,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,"18,96",0,2,0,0,"7,584"
1910,CA-2014-105886,19/12/2014,4,12,2014,24/12/2014,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",0,"18,96","18,96",2,0,"0,45","8,532"
1683,US-2013-101497,30/9/2013,3,9,2013,2/10/2013,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,0,"18,97","18,97",1,0,"0,48","9,1056"
3822,CA-2014-141873,10/10/2014,4,10,2014,15/10/2014,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,10024,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",0,"18,98","18,98",2,0,"0,47","8,9206"
3003,CA-2012-130610,5/7/2012,3,7,2012,10/7/2012,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,0,19,19,5,0,"0,47","8,93"
3837,CA-2011-100363,8/4/2011,2,4,2011,15/4/2011,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,0,"19,008","15,2064",3,"0,2","0,453125","6,8904"
4355,CA-2014-153654,25/11/2014,4,11,2014,27/11/2014,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,0,"19,008","5,7024",8,"0,7","-2,222222222","-12,672"
2638,CA-2014-108441,13/6/2014,2,6,2014,19/6/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",0,"19,04","19,04",4,0,"0,49","9,3296"
4982,US-2013-131114,10/12/2013,4,12,2013,14/12/2013,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,0,"19,04","15,232",4,"0,2","-0,09375","-1,428"
4121,CA-2014-117394,5/9/2014,3,9,2014,11/9/2014,Standard Class,MM-17920,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,0,"19,04","15,232",4,"0,2","-0,09375","-1,428"
6888,CA-2014-120222,26/4/2014,2,4,2014,3/5/2014,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0,"19,05","19,05",3,0,"0,46","8,763"
72,CA-2014-114440,15/9/2014,3,9,2014,18/9/2014,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0,"19,05","19,05",3,0,"0,46","8,763"
6329,CA-2011-167927,21/1/2011,1,1,2011,27/1/2011,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",0,"19,05","19,05",5,0,"0,47","8,9535"
290,CA-2013-110772,21/11/2013,4,11,2013,25/11/2013,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,0,"19,096","15,2768",7,"0,2","0,4375","6,6836"
2773,CA-2014-158967,11/12/2014,4,12,2014,13/12/2014,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10001940,Furniture,Furnishings,Staples,0,"19,104","15,2832",3,"0,2","0,375","5,7312"
9066,US-2011-151015,14/10/2011,4,10,2011,20/10/2011,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,0,"19,136","15,3088",4,"0,2","0,453125","6,9368"
7833,CA-2013-112382,10/5/2013,2,5,2013,14/5/2013,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,0,"19,136","15,3088",2,"0,2","0,125","1,9136"
6507,US-2013-128909,10/10/2013,4,10,2013,12/10/2013,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,0,"19,136","15,3088",4,"0,2","0,390625","5,98"
3704,CA-2012-104941,13/6/2012,2,6,2012,19/6/2012,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,0,"19,14","19,14",3,0,"0,46","8,8044"
5100,CA-2012-141936,7/8/2012,3,8,2012,12/8/2012,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,0,"19,152","15,3216",3,"0,2","0,421875","6,4638"
9873,CA-2014-146269,7/10/2014,4,10,2014,7/10/2014,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004790,Office Supplies,Art,Staples,0,"19,152","15,3216",2,"0,2","0,078125","1,197"
5824,CA-2014-117632,13/5/2014,2,5,2014,19/5/2014,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",0,"19,168","15,3344",4,"0,2","0,421875","6,4692"
3297,US-2012-110569,23/5/2012,2,5,2012,30/5/2012,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,1,"19,194",0,7,"0,7",0,"-12,796"
6504,CA-2011-129147,2/11/2011,4,11,2011,6/11/2011,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,0,"19,242","5,7726",3,"0,7","-2,333333333","-13,4694"
2064,CA-2011-106439,31/10/2011,4,10,2011,4/11/2011,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0,"19,296","15,4368",3,"0,2","0,390625","6,03"
3256,CA-2013-155474,9/7/2013,3,7,2013,15/7/2013,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0,"19,296","15,4368",3,"0,2","0,390625","6,03"
6611,CA-2013-168921,21/10/2013,4,10,2013,23/10/2013,First Class,AG-10495,Andrew Gjertsen,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1,"19,296",0,3,"0,2",0,"6,03"
5738,CA-2011-148614,21/1/2011,1,1,2011,26/1/2011,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1,"19,3",0,2,0,0,"5,79"
79,US-2011-147606,26/11/2011,4,11,2011,1/12/2011,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",0,"19,3","7,72",5,"0,6","-1,875","-14,475"
9155,CA-2013-132990,2/8/2013,3,8,2013,4/8/2013,Second Class,KM-16660,Khloe Miller,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,0,"19,312","15,4496",2,"0,2","0,203125","3,1382"
3167,CA-2011-153969,21/9/2011,3,9,2011,25/9/2011,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",0,"19,35","19,35",3,0,"0,49","9,4815"
5737,CA-2011-148614,21/1/2011,1,1,2011,26/1/2011,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",1,"19,36",0,2,0,0,"9,2928"
2987,CA-2013-139269,26/5/2013,2,5,2013,31/5/2013,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",1,"19,36",0,2,0,0,"9,2928"
9015,CA-2014-143084,19/3/2014,1,3,2014,23/3/2014,Standard Class,BP-11050,Barry Pond,Corporate,United States,Los Angeles,California,90008,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,1,"19,4",0,5,0,0,"9,312"
6107,CA-2011-120852,20/12/2011,4,12,2011,25/12/2011,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,0,"19,432","3,8864",2,"0,8","-12,75","-49,5516"
5328,CA-2011-130813,7/1/2011,1,1,2011,9/1/2011,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,0,"19,44","19,44",3,0,"0,48","9,3312"
2581,US-2011-155502,27/1/2011,1,1,2011,1/2/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",0,"19,44","19,44",3,0,"0,48","9,3312"
7611,CA-2011-133354,23/2/2011,1,2,2011,25/2/2011,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,0,"19,44","19,44",3,0,"0,48","9,3312"
5123,CA-2011-149538,4/4/2011,2,4,2011,8/4/2011,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,0,"19,44","19,44",3,0,"0,48","9,3312"
6018,CA-2011-102652,6/4/2011,2,4,2011,12/4/2011,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,1,"19,44",0,3,0,0,"9,3312"
688,CA-2011-157784,5/7/2011,3,7,2011,8/7/2011,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,0,"19,44","19,44",3,0,"0,48","9,3312"
8695,US-2011-112795,23/8/2011,3,8,2011,28/8/2011,Second Class,CR-12625,Corey Roper,Home Office,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,0,"19,44","19,44",3,0,"0,49","9,5256"
5470,CA-2011-132451,26/9/2011,3,9,2011,27/9/2011,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,0,"19,44","19,44",3,0,"0,48","9,3312"
4312,CA-2011-125829,4/11/2011,4,11,2011,11/11/2011,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,0,"19,44","19,44",3,0,"0,48","9,3312"
2252,CA-2012-116092,15/2/2012,1,2,2012,18/2/2012,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,1,"19,44",0,3,0,0,"9,3312"
4167,CA-2012-160213,8/3/2012,1,3,2012,13/3/2012,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Long Beach,New York,11561,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,0,"19,44","19,44",3,0,"0,48","9,3312"
9212,CA-2012-167479,14/3/2012,1,3,2012,19/3/2012,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Roseville,California,95661,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,0,"19,44","19,44",3,0,"0,48","9,3312"
5712,US-2012-160857,8/5/2012,2,5,2012,15/5/2012,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,1,"19,44",0,3,0,0,"9,3312"
5814,CA-2012-150196,2/7/2012,3,7,2012,3/7/2012,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,0,"19,44","19,44",3,0,"0,48","9,3312"
1004,CA-2012-124891,31/7/2012,3,7,2012,31/7/2012,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,0,"19,44","19,44",3,0,"0,48","9,3312"
8189,CA-2012-140375,2/10/2012,4,10,2012,5/10/2012,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,0,"19,44","19,44",3,0,"0,48","9,3312"
4118,CA-2012-153416,24/11/2012,4,11,2012,29/11/2012,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,0,"19,44","19,44",3,0,"0,48","9,3312"
9355,CA-2012-110324,1/12/2012,4,12,2012,5/12/2012,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Jackson,Michigan,49201,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,0,"19,44","19,44",3,0,"0,48","9,3312"
3363,CA-2012-139962,13/12/2012,4,12,2012,20/12/2012,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,0,"19,44","19,44",3,0,"0,48","9,3312"
7361,CA-2013-163594,13/4/2013,2,4,2013,15/4/2013,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,0,"19,44","19,44",3,0,"0,48","9,3312"
5863,CA-2013-101525,2/5/2013,2,5,2013,5/5/2013,Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,0,"19,44","19,44",3,0,"0,48","9,3312"
1639,CA-2013-157266,27/5/2013,2,5,2013,2/6/2013,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),0,"19,44","19,44",3,0,"0,48","9,3312"
7736,US-2013-106313,23/8/2013,3,8,2013,27/8/2013,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,0,"19,44","19,44",3,0,"0,48","9,3312"
4486,CA-2013-109365,4/11/2013,4,11,2013,9/11/2013,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,0,"19,44","19,44",3,0,"0,48","9,3312"
1133,US-2013-114776,7/12/2013,4,12,2013,8/12/2013,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,0,"19,44","19,44",3,0,"0,48","9,3312"
8263,CA-2013-100307,16/12/2013,4,12,2013,20/12/2013,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,0,"19,44","19,44",3,0,"0,48","9,3312"
9176,CA-2014-119424,13/6/2014,2,6,2014,15/6/2014,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,98031,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,0,"19,44","19,44",3,0,"0,48","9,3312"
2707,CA-2014-155873,17/6/2014,2,6,2014,22/6/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,0,"19,44","19,44",3,0,"0,48","9,3312"
8733,CA-2014-116988,28/6/2014,2,6,2014,30/6/2014,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,0,"19,44","19,44",3,0,"0,48","9,3312"
6425,CA-2014-115777,20/8/2014,3,8,2014,25/8/2014,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,0,"19,44","19,44",3,0,"0,48","9,3312"
6233,US-2014-142188,12/9/2014,3,9,2014,12/9/2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,0,"19,44","19,44",3,0,"0,48","9,3312"
9082,CA-2014-166898,12/9/2014,3,9,2014,14/9/2014,Second Class,KH-16630,Ken Heidel,Corporate,United States,Santa Ana,California,92704,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,1,"19,44",0,3,0,0,"9,3312"
3913,CA-2014-148068,19/9/2014,3,9,2014,26/9/2014,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,0,"19,44","19,44",3,0,"0,48","9,3312"
569,CA-2014-156951,2/10/2014,4,10,2014,9/10/2014,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,0,"19,44","19,44",3,0,"0,48","9,3312"
5648,CA-2014-168179,3/11/2014,4,11,2014,8/11/2014,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Salt Lake City,Utah,84106,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,0,"19,44","19,44",3,0,"0,48","9,3312"
2837,CA-2014-110842,12/11/2014,4,11,2014,17/11/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,0,"19,44","19,44",3,0,"0,48","9,3312"
4928,CA-2014-143245,2/12/2014,4,12,2014,7/12/2014,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,0,"19,44","19,44",3,0,"0,48","9,3312"
1170,CA-2014-145226,9/12/2014,4,12,2014,11/12/2014,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,0,"19,44","19,44",3,0,"0,48","9,3312"
8947,CA-2014-148355,25/12/2014,4,12,2014,29/12/2014,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,2740,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,0,"19,44","19,44",3,0,"0,48","9,3312"
9464,CA-2011-156545,28/2/2011,1,2,2011,3/3/2011,First Class,JS-16030,Joy Smith,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,0,"19,456","15,5648",4,"0,2","0,21875","3,4048"
556,CA-2011-155852,3/3/2011,1,3,2011,7/3/2011,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,0,"19,456","15,5648",4,"0,2","0,21875","3,4048"
7080,CA-2013-106950,3/9/2013,3,9,2013,7/9/2013,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,1,"19,456",0,4,"0,2",0,"3,4048"
5565,CA-2014-157966,14/3/2014,1,3,2014,14/3/2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,0,"19,456","15,5648",4,"0,2","0,140625","2,1888"
1071,CA-2012-144652,20/11/2012,4,11,2012,26/11/2012,Standard Class,SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,0,"19,46","19,46",7,0,"0,26","5,0596"
22,CA-2013-137330,10/12/2013,4,12,2013,14/12/2013,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,0,"19,46","19,46",7,0,"0,26","5,0596"
